"","x"
"4066","do you stand with big cable or support netneutralitycharles p of ca wants to know"
"4067","heyevan h of wi sez strong netneutrality enables innovation"
"4068","heydavid e of tx wants you to support netneutrality not big cable"
"4069","fast lanes hurt innovationjesse g of ny sez support netneutrality"
"4070","fast lanes hurt innovationgerald a of 
 sez support netneutrality"
"4071","heyjames c of ca wants to know why you arent siding with millions on netneutrality"
"4072","heyemil b of nj wants to know if you stand with big cable or support netneutrality"
"4073","free marketers dont shill for cable monopoliesderek s of ny sez support netneutrality"
"4074","heybob f of fl wants to know why you arent siding with millions on netneutrality"
"4075","heybrent b of wa sez fast lanes hurt innovation support netneutrality"
"4076","heyfelix p of 
 wants you to support netneutrality not big cable"
"4077","claire g of mi wants you to support netneutralitynot big cable"
"4078","heynathan p of ok sez fast lanes hurt innovation support netneutrality"
"4079","do you stand with big cable or support netneutralityalexandra s of il wants to know"
"4080","reuben a of ca wants you to support netneutralitynot big cable"
"4081","heybenjamin g of in wants to know why you arent siding with millions on netneutrality"
"4082","do you stand with big cable or support netneutralityeileen l of fl wants to know"
"4083","conservative voters support netneutralityalex k of tx wants to know why you dont too"
"4084","heytimothy c of oh wants to know why you arent siding with millions on netneutrality"
"4085","heyken s of or sez netneutrality should not be partisan its about innovation"
"4086","heybruce e f of nj sez netneutrality is the only way for a free market of internet services"
"4087","heyalexis s of ga sez free marketers dont shill for cable monopolies netneutrality"
"4088","americans must unit and take action to keep the internet freenetneutrality titleii internetsa"
"4089","heygeorge g of ca sez strong netneutrality enables innovation"
"4090","heydenniis b of fl sez netneutrality is the only way for a free market of internet services"
"4091","americans must unit and take action to keep the internet freenetneutrality titleii internetsa"
"4092","heycharles a of tx sez you should side with the public on netneutrality not big cable"
"4093","richard l of mt sez side with the public on netneutralitynot big cable"
"4094","heydave h of hi wants you to support netneutrality not big cable"
"4095","heyevan k of nh sez free marketers dont shill for cable monopolies netneutrality"
"4096","heyjames h of nm sez free marketers dont shill for cable monopolies netneutrality"
"4097","heychristina m of tx wants you to support netneutrality not big cable"
"4098","conservative voters support netneutralityjim h of il wants to know why you dont too"
"4099","heyryan v of ut wants you to support netneutrality not big cable"
"4100","heycarol m of oh sez conservative voters support netneutrality why dont you"
"4101","heystephen m of tx sez strong netneutrality enables innovation"
"4102","joan c of fl wants you to support netneutralitynot big cable"
"4103","free marketers dont shill for cable monopolieschris d of ca sez support netneutrality"
"4104","heyvicki c of 
 sez netneutrality is the only way for a free market of internet services"
"4105","heybrian j of nj wants you to support netneutrality not big cable"
"4106","stop frustrating telecoms package we want eu netneutrality amp zeroroaming

end roaming in europe by december"
"4107","heymark m of fl sez free marketers dont shill for cable monopolies netneutrality"
"4108","conservative voters support netneutralityderrik h of or wants to know why you dont too"
"4109","mark j of ca wants you to support netneutralitynot big cable"
"4110","heyoscar r of fl sez big cable gets billions in subsidies stand with the people netneutrality"
"4111","heyfrank h of pa sez free marketers dont shill for cable monopolies netneutrality"
"4112","netneutrality explained in my new video bctv toledo smallbusiness"
"4113","abigail d of mi wants you to support netneutralitynot big cable"
"4114","shirl l of oh sez side with the public on netneutralitynot big cable"
"4115","americans must unit and take action to keep the internet freenetneutrality titleii internetsa"
"4116","heyrobert l of oh sez big cable gets billions in subsidies stand with the people netneutrality"
"4117","americans must unit and take action to keep the internet freenetneutrality titleii internetsalestaxes nonettax"
"4118","heybradley s of fl wants to know why you arent siding with millions on netneutrality"
"4119","i believe in democracyevery shud hve the rightan equal voice irrespective ofthe platform netneutrality"
"4120","heystevan w of ma sez big cable gets billions in subsidies stand with the people netneutrality"
"4121","heyfrances f of nj sez netneutrality is the only way for a free market of internet services"
"4122","heydonna a of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"4123","heyedith c of md sez conservative voters support netneutrality why dont you"
"4124","heyronald f of ca wants you to support netneutrality not big cable"
"4125","heygrego s of or sez conservative voters support netneutrality why dont you"
"4126","jadehelm starts indays netneutrality innonetneutrality killuminati"
"4127","fast lanes hurt innovationesther s of or sez support netneutrality"
"4128","heyandrew m of ga sez netneutrality is the only way for a free market of internet services"
"4129","do you stand with big cable or support netneutralitychris d of co wants to know"
"4130","do you stand with big cable or support netneutralityandrew m of nj wants to know"
"4131","do you stand with big cable or support netneutralitysandra g of az wants to know"
"4132","heyeric i of co wants to know why you arent siding with millions on netneutrality"
"4133","heyem e of ca sez fast lanes hurt innovation support netneutrality"
"4134","heyjacob w of nc sez you should side with the public on netneutrality not big cable"
"4135","heygeorge c of oh sez fast lanes hurt innovation support netneutrality"
"4136","heymary lou m of ca sez netneutrality should not be partisan its about innovation"
"4137","heydonald m of ma wants you to support netneutrality not big cable"
"4138","heyaaron s of tn wants to know if you stand with big cable or support netneutrality"
"4139","heyellen m of ny sez big cable gets billions in subsidies stand with the people netneutrality"
"4140","conservative voters support netneutralitygrant r of ca wants to know why you dont too"
